,SRC,TRG
5074,numbers two subtracts function This,"def subtract(x, y):
    return x - y"
5075,Matrices Two Add to Program Python 40.,"X = [[12,7,3],
    [4 ,5,6],
    [7 ,8,9]]
Y = [[5,8,1],
    [6,7,3],
    [4,5,9]]
result = [[0,0,0],
         [0,0,0],
         [0,0,0]]"
5076,Comprehension List Nested using Matrices Two Add to Program Python 41.,"X = [[12,7,3],
    [4 ,5,6],
    [7 ,8,9]]
Y = [[5,8,1],
    [6,7,3],
    [4,5,9]]
result = [[X[i][j] + Y[i][j]  for j in range(len(X[0]))] for i in range(len(X))]
for r in result:
   print(r)"
5077,Comprehension List Nested using Matrix a Transpose to Program Python 43.,"X = [[12,7],
    [4 ,5],
    [3 ,8]]
result = [[X[j][i] for j in range(len(X))] for i in range(len(X[0]))]
for r in result:
   print(r)"
5078,"3x4 is result matrix
 3x4 Loop
 Nested using Matrices Two Multiply to Program Python 44.","X = [[12,7,3],
    [4 ,5,6],
    [7 ,8,9]]
Y = [[5,8,1,2],
    [6,7,3,0],
    [4,5,9,1]]
result = [[0,0,0,0],
         [0,0,0,0],
         [0,0,0,0]]"
5079,string the reverse,rev_str = reversed(my_str)
5080,reverse its to equal is string the if check,"if list(my_str) == list(rev_str):
   print(""The string is a palindrome."")
else:
   print(""The string is not a palindrome."")"
5081,String a From Punctuations Remove to Program Python 46.,"punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
my_str = ""Hello!!!, he said ---and went."""
5082,"words of list a into string the breakdown "")
 string: a input(""Enter = user
my_str the from input take To",words = [word.lower() for word in my_str.split()]
5083,words sorted the display,"print(""The sorted words are:"")
for word in words:
   print(word)"
5084,vowels the count,"for char in ip_str:
   if char in count:
       count[char] += 1
print(count)"
5085,"y2) (x2, and (x1,y1) points 2 given slope derive to function python a Write","def get_slope(x1,y1, x2,y2):
    if (x1 == x2 ):
        return ValueError
    return -((y2-y1)/(x2-x1))"
5086,another to variable one from bit sign the copy to function python a Write,"def copysign(dst, src) :
    return math.copysign(dst, src)"
5087,t variable a given y and x points two between interpolation linear find to function python a Write,"def linear_interpolate(x, y, t ):
    if( t >=1 or t <= 0):
        raise ValueError
    return t*x + (1-t)*y"
5088,spaces include also and string given a from alphabets only extract to function python a Write,"def extract_alpha(my_string):
    return """".join([ c for c in my_string if (c.isalpha() or c.isspace())])"
5089,file input user a to write and string given a in patterns email-id all find to function python a Write,"import re
def extract_mailid(my_string, outfile):
    regex = re.compile(r'[\w]+@[\w]+\.[\w]+', re.UNICODE)    
    mailids = regex.findall(my_string)
    if(len(mailids) > 0):
        with open(outfile, 'w') as mailfile:
            for mailid in mailids:
                mailfile.write(mailid+""\n"")
        mailfile.close()"
5090,"characters 64 to string limit    n
 length of key hexadecimal random a generate to function python a Write","import random
def rand_run_name(n):
    ran = random.randrange(10**80)
    myhex = ""%064x"" % ran
    myhex = myhex[:n]
    return myhex"
5091,"parser.parse_args() = args    args
 of length variable for inputs as filename and program of description and name program as inputs takes that parser argument an create to function python a Write","import argparse
def create_parser(prog_name, prog_description, arg_name):
    parser = argparse.ArgumentParser(prog = prog_name, description = prog_description)
    parser.add_argument(arg_name, nargs='+')
    return parser"
5092,files any has and exists directory given a if check function python a Write,"import os
def check_dir_files(src_dir_path):
    if(os.path.exists(src_dir_path) == False):
        print(""Destination Path doesn't exist"")
        return False
    files_in_dir = glob.glob(src_dir_path+""/*.*"")
    if (len(files_in_dir) <= 0):
        print(""No files present in:"",src_dir_path)
        return False
    print(""The directory "", src_dir_path, "" has "",len(files_in_dir), "" files."")
    return True"
5093,row. first the in columns of number and rows of number the return and delimiter a and file csv specified user a read to function python a Write,"import csv
def read_csv_length(csv_file_name, delimiter_pattern):
    if(os.path.exists(csv_file_name) == False):
        print(""Destination File doesn't exist"")
        return
    with open(csv_file_name, newline='') as csvfile:
        csv_reader = csv.reader(csvfile, delimiter=delimiter_pattern)
        csv_list = list(csv_reader)
        return len(csv_list), len(csv_list[0])"
5094,itertools using array character equivalent to strings of list a convert to function python a Write,"import itertools
def extract_characters(input_list):
    return [ char_val for char_val in itertools.chain.from_iterable(input_list) ]"
5095,length. specified user and list provided user from combination random a generate to function python a Write,"import itertools
def get_random_combination(input_list, combination_length):
    if(len(input_list) < combination_length):
        print(""Requested combination length less than length of list"")
        return
    combination_list = list(itertools.combinations(input_list, combination_length))
    return random.sample(combination_list, 1)"
5096,"logger. this with function user-defined the invoke and file-based a create and loglevel user-defined file, defined user accept to function python a Write","import logging
def create_logging_level(user_func, user_filename, user_loglevel):
    logger = logging.getLogger('simple_example')
    logger.setLevel(user_loglevel)
    ch = logging.FileHandler(user_filename)
    ch.setLevel(user_loglevel)
    logger.addHandler(ch)
    if callable(user_func):
        user_func(logger)"
5097,numbers two subtract to program python a write 2.,"num1 = 1.5
num2 = 6.3
sum = num1 - num2
print(f'Sub: {sum}')"
5098,"variable temporary a Using variables, two swap to program python a Write 6.","x = 5
y = 10
temp = x
x = y
y = temp
print('The value of x after swapping: {}'.format(x))
print('The value of y after swapping: {}'.format(y))"
5099,"Variable Temporary Using Without variables, two swap to program python a Write 7.","x = 5
y = 10
x, y = y, x
print(""x ="", x)
print(""y ="", y)"
5100,"Even or Odd is Number a if Check to Program Python 11. 0
 or Negative Positive, is Number a if Check to Program Python 10.","num = float(input(""Enter a number: ""))
if num > 0:
   print(""Positive number"")
elif num == 0:
   print(""Zero"")
else:
   print(""Negative number"")
 num = int(input(""Enter a number: ""))
if (num % 2) == 0:
   print(""{0} is Even"".format(num))
else:
   print(""{0} is Odd"".format(num))"
5101,"factors for check    not
 or prime is number a if check to Program Python a 14.Write","num = 407
if num > 1:
   for i in range(2,num):
       if (num % i) == 0:
           print(num,""is not a prime number"")
           print(i,""times"",num//i,""is"",num)
           break
   else:
       print(num,""is a prime number"")
else:
   print(num,""is not a prime number"")"
5102,number. a of factorial the find to program Python 16.,"num = 7
factorial = 1
if num < 0:
   print(""Sorry, factorial does not exist for negative numbers"")
elif num == 0:
   print(""The factorial of 0 is 1"")
else:
   for i in range(1,num + 1):
       factorial = factorial*i
   print(""The factorial of"",num,""is"",factorial)"
5103,sequence Fibonacci the Print to Program Python 18.,"nterms = int(input(""How many terms? ""))"
5104,"digits) 3 (for Number Armstrong Check to Program Python values
19. update        valid
 is terms of number the if check","if nterms <= 0:
   print(""Please enter a positive integer"")
elif nterms == 1:
   print(""Fibonacci sequence upto"",nterms,"":"")
   print(n1)
else:
   print(""Fibonacci sequence:"")
   while count < nterms:
       print(n1)
       nth = n1 + n2
       n1 = n2
       n2 = nth
       count += 1
num = int(input(""Enter a number: ""))"
5105,digit each of cube the of sum the find,"temp = num
while temp > 0:
   digit = temp % 10
   sum += digit ** 3
   temp //= 10"
5106,result the display,"if num == sum:
   print(num,""is an Armstrong number"")
else:
   print(num,""is not an Armstrong number"")"
5107,digits) 3 (for Number Armstrong Check to Program Python 20.,num = 1634
5108,"numbers of list a Take Number
 Another by Divisible Numbers Find to Program Python 24.","my_list = [12, 65, 54, 39, 102, 339, 221,]"
5109,filter to function anonymous use,"result = list(filter(lambda x: (x % 13 == 0), my_list))"
5110,Octal to Decimal Convert to Program Python 26.,"dec = 344
print(""The decimal value of"", dec, ""is:"")
print(oct(dec), ""in octal."")"
5111,number smaller the choose,"if x > y:
        smaller = y
    else:
        smaller = x
    for i in range(1, smaller+1):
        if((x % i == 0) and (y % i == 0)):
            hcf = i 
    return hcf
num1 = 54 
num2 = 24
print(""The H.C.F. is"", compute_hcf(num1, num2))"
5112,Algorithm euclidian using GCD or HCf find to program python a Write 32.,"def compute_hcf(x, y):
   while(y):
       x, y = y, x % y
   return x"
5113,"number greater the choose    LCM
 Find to Program Python 33.","def compute_lcm(x, y):
   if x > y:
       greater = x
   else:
       greater = y
   while(True):
       if((greater % x == 0) and (greater % y == 0)):
           lcm = greater
           break
       greater += 1
   return lcm
num1 = 54
num2 = 24
print(""The L.C.M. is"", compute_lcm(num1, num2))"
5114,LCM computes function This,"def compute_lcm(x, y):
   lcm = (x*y)//compute_gcd(x,y)
   return lcm
num1 = 54
num2 = 24 
print(""The L.C.M. is"", compute_lcm(num1, num2))"
5115,Number a of Factors the Find to funcction Python 36.,"def print_factors(x):
   print(""The factors of"",x,""are:"")
   for i in range(1, x + 1):
       if x % i == 0:
           print(i)"
5116,"numbers two adds function This Calculator
 Simple a Make to Program Python 37.","def add(x, y):
    return x + y"
5117,numbers two multiplies function This,"def multiply(x, y):
    return x * y"
5118,Recursion Using Sequence Fibonacci Display to Program Python 37.,"def recur_fibo(n):
   if n <= 1:
       return n
   else:
       return(recur_fibo(n-1) + recur_fibo(n-2))
nterms = 10"
5119,Recursion Using Numbers Natural of Sum Find to Program Python 38.,"def recur_sum(n):
   if n <= 1:
       return n
   else:
       return n + recur_sum(n-1)"
5120,negative is number the if check,"if num < 0:
   print(""Sorry, factorial does not exist for negative numbers"")
elif num == 0:
   print(""The factorial of 0 is 1"")
else:
   print(""The factorial of"", num, ""is"", recur_factorial(num))"
5121,Matrices Two Add to Program Python 40.,"X = [[12,7,3],
    [4 ,5,6],
    [7 ,8,9]]
Y = [[5,8,1],
    [6,7,3],
    [4,5,9]]
result = [[0,0,0],
         [0,0,0],
         [0,0,0]]"
5122,Loop Nested using Matrix a Transpose to Program Python 42.,"X = [[12,7],
    [4 ,5],
    [3 ,8]]
result = [[0,0,0],
         [0,0,0]]"
5123,"columns through iterate    rows
 through iterate","for i in range(len(X)):
   for j in range(len(X[0])):
       result[j][i] = X[i][j]
for r in result:
   print(r)"
5124,"Y of rows through iterate        Y
 of columns through iterate    X
 of rows through iterate","for i in range(len(X)):
   for j in range(len(Y[0])):
       for k in range(len(Y)):
           result[i][j] += X[i][k] * Y[k][j]
for r in result:
   print(r)"
5125,string the reverse,rev_str = reversed(my_str)
5126,String a From Punctuations Remove to Program Python 46.,"punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
my_str = ""Hello!!!, he said ---and went."""
5127,"sets three define Operations
 Set Different Illustrate to Program Python 48.","E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};"
5128,Vowel Each of Number the Count to Program Python 49.,"vowels = 'aeiou'
ip_str = 'Hello, have you tried our tutorial section yet?'"
